id,precioEstadia,Nombre,Fechapublicacion,descripcion,alojamientoid,operador,capacidad
1902,802.73,Mitchell Dare and Kerluke,16/12/2016,Sales,1207,3589,14
1903,4283.5,Haley-Spinka,14-03-16,Support,4444,529,7
1904,3736,O'Reilly-Wisoky,03-01-15,Accounting,4578,1272,2
1905,3390.31,Konopelski-Kuhlman,17-10-14,Marketing,2773,2534,5
1906,2833.31,Mills Konopelski and Lueilwitz,12/05/2017,Accounting,4320,4674,13
1907,481.88,Lehner-Hayes,20-06-17,Human Resources,2436,4069,12
1908,3696.36,Gusikowski LLC,28-02-18,Human Resources,5050,3828,8
1909,3574.27,Bashirian-Ward,28-01-14,Research and Development,1789,4116,2
1910,758.85,Schimmel-Bednar,29-07-14,Marketing,2153,4988,11
1911,4950.45,Orn-Walter,02-09-13,Human Resources,4157,3903,3
1912,246.76,Willms O'Reilly and Heaney,13/12/2014,Product Management,2126,1926,10
1913,4106.98,Lang LLC,27-03-16,Services,841,4788,1
1914,4370.9,Ullrich Group,25-12-15,Sales,4531,1836,14
1915,1116.45,Aufderhar-Cremin,25-03-16,Services,282,2562,8
1916,3915.87,Leffler Group,26-09-13,Legal,1614,3803,2
1917,559.74,Rutherford-Hand,30-07-16,Services,5744,4760,14
1918,1573.55,Harris Fahey and Cassin,15/08/2017,Human Resources,1685,1870,3
1919,4491.17,D'Amore LLC,10-05-17,Research and Development,4150,141,10
1920,156.13,Skiles Inc,07-01-17,Research and Development,3981,646,8
1921,4327.61,McClure-Kertzmann,02-05-17,Product Management,4899,2177,8
1922,1705.4,Fritsch Group,19-06-15,Training,4295,1273,5
1923,46.73,Cole LLC,04-01-16,Legal,3761,4489,8
1924,2522.72,Zemlak Inc,18-06-13,Human Resources,4855,3948,7
1925,252.18,Morar Weber and Rath,05/08/2014,Engineering,5737,1982,8
1926,2893.4,Okuneva Morissette and Bauch,27/12/2014,Human Resources,3698,1421,8
1927,2575.24,Marquardt Group,11-07-16,Marketing,1138,4101,16
1928,999.5,Yundt Moore and Pagac,21/07/2014,Human Resources,307,261,13
1929,4695.73,Stiedemann Wiegand and Schroeder,13/10/2016,Sales,2400,1262,2
1930,1983.79,Hessel-Kuvalis,09-11-13,Legal,5149,435,16
1931,4839.01,Stokes Ortiz and Anderson,16/09/2014,Engineering,4434,1994,16
1932,1605.0,McDermott Schoen and Kuphal,20/03/2016,Training,5941,1717,5
1933,3429.49,Treutel Luettgen and Hodkiewicz,14/09/2014,Engineering,2953,1121,9
1934,1766.18,Kerluke Group,04-07-17,Research and Development,5355,4404,14
1935,4221.07,Farrell-Morissette,20-09-13,Product Management,3524,421,4
1936,1536.33,Kautzer and Sons,10-08-13,Research and Development,5693,4737,5
1937,4978.39,Wisozk Inc,26-12-15,Legal,3534,2662,15
1938,301.4,Zemlak and Sons,05-12-16,Engineering,4681,3488,5
1939,2092.55,Schimmel-Kohler,20-08-14,Services,4934,793,4
1940,4933.95,Beahan-Streich,19-08-14,Human Resources,3299,2708,8
1941,3301.74,Erdman-Bayer,24-07-13,Business Development,3301,2153,10
1942,1277.68,Donnelly and Sons,02-12-14,Training,4653,3235,13
1943,4918.83,Tromp Goyette and Erdman,22/04/2016,Product Management,4240,1659,7
1944,2725.57,King LLC,10-12-13,Business Development,3400,4594,8
1945,112.79,Conn Bailey and Lueilwitz,25/10/2017,Training,2586,2159,2
1946,2412.5,Jacobi Inc,05-10-15,Accounting,686,1893,9
1947,1706.22,Raynor Walsh and Ankunding,05/02/2016,Marketing,5672,4915,7
1948,3724.68,Klocko-Mitchell,02-08-17,Marketing,5321,905,8
1949,1062.27,Jacobi-Senger,01-01-16,Services,2608,1434,8
1950,2654.44,Zemlak Group,31-07-14,Product Management,264,4193,4
1951,3123.2,Ferry Dare and Satterfield,02/04/2017,Research and Development,3043,814,10
1952,2406.35,Gorczany-O'Hara,16-03-17,Research and Development,2542,3963,15
1953,1876.74,Stokes Group,19-03-14,Product Management,5761,4737,13
1954,1812.63,Stark Mayert and Cartwright,10/08/2017,Marketing,3582,4626,3
1955,2839.11,Zboncak-Beatty,05-10-16,Business Development,2376,3317,11
1956,4122.12,Fahey Group,02-04-18,Research and Development,3137,311,9
1957,309.76,Bahringer-O'Conner,29-08-14,Support,1815,3139,9
1958,2776.42,D'Amore-Walter,13-10-16,Accounting,522,96,1
1959,715.22,Reynolds Inc,12-03-16,Product Management,2606,4825,1
1960,398.87,D'Amore LLC,01-02-17,Training,1303,643,15
1961,954.78,Barrows Group,06-06-16,Training,1668,4680,6
1962,4461.57,Gibson Inc,28-01-17,Human Resources,5687,2524,7
1963,4259.25,Braun Roberts and Gorczany,11/10/2013,Marketing,3927,706,14
1964,2145.06,Murazik-Morar,22-02-17,Research and Development,1909,4319,8
1965,1078.13,Murray Lockman and Simonis,07/04/2018,Research and Development,4156,828,4
1966,3038.95,Hermiston Kris and Bergstrom,23/04/2014,Training,4165,290,1
1967,4452.11,Feeney Mraz and Jast,07/07/2013,Support,312,1739,14
1968,2543.01,Gibson Roberts and Gaylord,03/04/2016,Research and Development,114,3668,15
1969,3693.61,Harber LLC,16-04-15,Accounting,249,2888,4
1970,658.86,Rau-Ortiz,06-07-13,Support,27,1574,15
1971,3591.91,Cronin Auer and Paucek,16/10/2017,Accounting,798,524,9
1972,2227.3,Kilback Price and Gottlieb,01/03/2016,Accounting,5063,3166,8
1973,4963.75,Haley-Simonis,25-04-15,Services,2275,3208,11
1974,3469.25,Jaskolski Group,09-12-14,Research and Development,371,967,7
1975,791.52,McDermott Runolfsdottir and Muller,16/02/2014,Support,790,4796,9
1976,799.81,Koch Inc,01-12-15,Support,2173,4927,5
1977,3412,Dickens-Kiehn,22-03-18,Human Resources,2948,71,15
1978,1356.96,Swaniawski-Predovic,25-12-13,Services,5559,2562,5
1979,1655.47,Fritsch Olson and Weimann,30/03/2014,Research and Development,3640,2272,7
1980,4891.82,Zboncak Group,25-04-15,Support,4566,2615,7
1981,848.03,Wilkinson Group,15-12-15,Human Resources,1996,1893,7
1982,861.82,Zboncak-Mayer,04-08-15,Marketing,213,94,7
1983,3378.68,Bailey Group,04-04-15,Support,3902,3108,10
1984,2054.48,Ondricka Inc,22-08-16,Marketing,576,2942,5
1985,889.02,Champlin-Batz,13-01-14,Legal,2983,2822,2
1986,3838.6,Pfeffer LLC,12-07-17,Engineering,490,990,6
1987,3398.02,Batz Bogisich and McLaughlin,17/12/2016,Training,5836,1031,1
1988,4777.04,Dickens-Skiles,10-08-17,Legal,3860,567,3
1989,3448.47,Abernathy Inc,21-01-17,Services,1641,3941,11
1990,1636.78,Jenkins Group,21-06-14,Support,2649,1113,13
1991,652.56,Hilll-Eichmann,13-11-17,Services,5215,4946,16
1992,3579.76,Bernhard LLC,21-10-16,Product Management,5649,664,16
1993,720.47,Heathcote Inc,22-06-16,Services,1550,935,5
1994,4755.71,Reinger LLC,07-04-17,Training,2107,4303,7
1995,49.89,Gorczany-Runolfsson,24-11-15,Accounting,3646,2087,6
1996,1331.9,Langworth Ondricka and Brekke,18/12/2015,Training,280,132,15
1997,4389.64,Kohler Group,21-08-14,Engineering,4794,2537,15
1998,584.94,Tillman Inc,09-04-14,Product Management,1415,3224,5
1999,641.08,Hammes Group,27-03-14,Sales,4749,4465,14
2000,1967.89,Schaden-Luettgen,04-08-14,Engineering,3635,4807,6
2001,4021.51,Rosenbaum Hills and Mills,22/09/2016,Training,462,2690,16
2002,329.77,Bradtke Group,07-05-15,Human Resources,2081,615,11
2003,2942.49,Ebert and Sons,02-10-14,Product Management,3356,1714,4
2004,366.49,Wehner-VonRueden,30-04-14,Support,2474,611,13
2005,1279.79,Stiedemann LLC,11-12-13,Product Management,2877,1263,10
2006,456.37,Bergnaum Group,22-10-16,Accounting,632,3464,1
2007,2222.62,Strosin and Sons,27-10-16,Sales,1617,52,5
2008,29.68,Blick-Waelchi,03-10-14,Accounting,4554,4312,15
2009,4061.23,Swift Rodriguez and Ortiz,21/07/2016,Human Resources,4018,2503,1
2010,1256.93,Jerde-Skiles,06-04-15,Business Development,1806,3314,15
2011,4191.7,Kautzer Kozey and Shields,10/07/2016,Marketing,5516,3305,5
2012,3591,Hermiston and Sons,23-01-16,Support,5095,1324,10
2013,1573.32,Schumm Berge and Kertzmann,19/09/2014,Services,4493,1411,14
2014,2252.93,Gislason-Kilback,27-06-15,Sales,1316,1115,8
2015,3718.99,Simonis Bayer and Hyatt,23/01/2016,Research and Development,332,2433,3
2016,1894.16,Schamberger Cartwright and Huel,09/03/2015,Accounting,3551,209,4
2017,680.78,Schowalter Crooks and Koelpin,20/03/2017,Engineering,4473,3133,15
2018,4109.26,Gibson Adams and Lind,10/03/2014,Business Development,5770,3671,14
2019,2370.68,Lang-O'Reilly,12-06-15,Support,3099,4337,12
2020,1142.47,Johns Inc,01-02-18,Marketing,5590,1606,7
2021,114.16,Graham Inc,16-02-17,Engineering,4059,3249,3
2022,1957.78,Kuphal Vandervort and Robel,26/11/2013,Support,77,685,7
2023,3728.5,Stanton-Prohaska,31-12-16,Product Management,4755,2917,1
2024,4913.29,O'Connell Connelly and Wiza,29/07/2016,Sales,1786,429,12
2025,969.21,Schuster Inc,01-01-14,Human Resources,5001,3564,5
2026,3659.29,Daugherty LLC,08-03-17,Services,2401,469,10
2027,715.74,Witting and Sons,13-06-15,Engineering,4349,4193,2
2028,1664.03,Stiedemann-Runte,11-08-16,Sales,1961,5000,8
2029,2246.43,Corkery LLC,20-05-16,Marketing,1025,1664,3
2030,4663.47,Hudson-Borer,27-10-16,Research and Development,1931,4831,16
2031,1605.46,Romaguera Ward and Turner,27/12/2013,Research and Development,1417,502,6
2032,2582.18,Koepp LLC,16-10-16,Legal,3190,1927,5
2033,4168.41,Krajcik Group,27-05-15,Research and Development,2156,887,7
2034,174.49,Bosco-Watsica,23-10-14,Accounting,579,1314,8
2035,3640.55,Ullrich Feest and Bauch,07/11/2016,Business Development,2820,2408,14
2036,4110.81,MacGyver-Hammes,19-08-13,Sales,1656,104,3
2037,1992.45,Stamm-Tromp,17-03-16,Product Management,3076,3569,5
2038,4695.23,Quigley Bogan and Heidenreich,24/06/2017,Services,564,2844,10
2039,1368.14,Tremblay Kiehn and Von,03/10/2013,Research and Development,1153,1586,8
2040,2713.11,Crooks-DuBuque,15-03-18,Engineering,929,1020,6
2041,2645.94,Crona Inc,30-05-16,Support,1442,1972,4
2042,4430.43,Pagac Inc,31-10-13,Legal,3795,2507,10
2043,2226.43,Towne-Okuneva,16-04-14,Accounting,3138,691,14
2044,4696.03,Moore Ernser and Schulist,10/09/2015,Research and Development,2270,2414,15
2045,2525.12,Kilback Jacobi and Ratke,29/11/2016,Engineering,1889,1004,4
2046,617.76,Cremin-Abernathy,22-03-18,Marketing,78,4793,4
2047,1284.63,Greenfelder Shields and Daniel,15/01/2017,Research and Development,4453,1154,5
2048,549.99,Parker-Jaskolski,28-01-18,Support,3912,2427,1
2049,1715.57,Bruen Senger and Jacobi,25/01/2014,Sales,1922,864,16
2050,3146.43,Lynch Klein and Rutherford,09/12/2014,Services,1575,3573,9
2051,4560.96,Leuschke and Sons,17-10-13,Accounting,3526,3735,4
2052,3062.02,Strosin and Sons,17-07-17,Services,527,2808,14
2053,3181.95,Goldner Inc,28-07-14,Human Resources,196,19,10
2054,1655.68,McGlynn-Barrows,19-04-15,Support,5418,1777,12
2055,2969.55,Terry Treutel and Feeney,12/12/2015,Legal,1313,3420,2
2056,3860.47,Dietrich Cummerata and Harber,22/02/2015,Legal,1566,1896,6
2057,4528.16,Reichel-Nicolas,09-05-18,Accounting,3483,3171,11
2058,4556.63,Becker Buckridge and Leffler,25/07/2013,Engineering,3078,2348,4
2059,2028.05,Wilderman-Huel,21-11-14,Engineering,3238,2445,14
2060,4579.2,Boyer Morar and Lind,25/10/2014,Training,4251,4819,5
2061,4071.86,Upton Metz and Cruickshank,16/09/2015,Sales,3469,4228,4
2062,2996.58,DuBuque-Smitham,28-12-13,Accounting,4034,2004,3
2063,2261.36,Volkman LLC,18-01-18,Services,475,1929,11
2064,364.8,Lowe Group,06-10-14,Business Development,2021,3480,3
2065,1846.58,Metz Sawayn and Sanford,13/12/2014,Business Development,2645,2151,15
2066,3302.44,Kuphal Inc,12-11-14,Accounting,5022,4318,11
2067,1359.68,Hintz Cartwright and Bernhard,22/01/2017,Marketing,2689,4125,5
2068,2228.34,Schamberger Green and Kris,07/04/2017,Marketing,593,3049,15
2069,1558.24,O'Conner LLC,10-02-15,Support,3929,2307,4
2070,2169.86,Labadie Group,24-01-18,Training,97,624,15
2071,4824.54,Paucek Group,03-04-15,Accounting,5209,4218,2
2072,1838.28,Schultz Inc,11-02-18,Support,5520,4945,5
2073,4035.92,Will-Hickle,26-09-17,Accounting,4639,3671,12
2074,4268.56,Hoppe Haley and Klein,06/04/2015,Marketing,5607,3873,5
2075,4038.44,Jenkins Wilderman and Wiza,31/03/2016,Accounting,1218,4584,11
2076,4895.78,Windler Hodkiewicz and Gleason,14/04/2017,Accounting,1037,1748,6
2077,2483.25,Von Inc,30-05-15,Services,16,2313,3
2078,1139.26,Hilpert-Gusikowski,18-11-14,Human Resources,707,3008,4
2079,29.3,Dietrich Nolan and Flatley,11/12/2013,Marketing,2779,3551,8
2080,4370.2,Collins-Jacobs,01-06-15,Research and Development,552,3400,8
2081,3039.03,Mueller Dach and Ernser,04/02/2017,Accounting,3610,918,14
2082,1864.78,Ward-Emard,07-12-16,Legal,4177,1517,4
2083,268.67,Borer Schultz and Schumm,01/07/2015,Product Management,1467,3220,2
2084,3190.49,Kemmer-O'Conner,17-01-15,Product Management,5181,3490,4
2085,2399.51,Bode Schulist and Cronin,29/04/2016,Legal,1356,1783,4
2086,1614.22,Johnson Osinski and Hauck,22/09/2015,Legal,3238,2513,13
2087,2285.71,Hintz-Dooley,02-05-17,Legal,3390,2535,11
2088,3406.5,Kreiger-Parisian,30-05-13,Marketing,4543,788,4
2089,4166.9,Herzog Orn and Rowe,03/07/2015,Training,5245,2439,10
2090,656.59,Dicki-Casper,09-11-13,Research and Development,3973,3093,11
2091,1735.44,O'Connell Zboncak and Graham,20/01/2015,Accounting,2995,2940,7
2092,1385.94,Stiedemann Group,24-11-16,Human Resources,5817,1626,11
2093,4263.76,Schoen-Quigley,19-07-17,Sales,5309,1808,7
2094,1872.3,Macejkovic Group,29-12-15,Engineering,4584,12,8
2095,4889.2,Wisoky Ullrich and Dare,17/02/2015,Research and Development,5238,3337,3
2096,645.84,Pacocha-Hane,13-05-17,Services,2468,3855,3
2097,667.33,Abshire and Sons,26-12-17,Engineering,4638,4635,13
2098,910.36,Durgan Mills and Lindgren,06/12/2014,Legal,2606,4205,4
2099,2759.69,Rath Mraz and Bode,29/12/2015,Engineering,1121,2126,3
2100,2633.17,Willms-Tromp,12-01-17,Marketing,1162,1614,8
2101,4541.19,Boyle-Rutherford,28-07-14,Accounting,1971,353,1
2102,4614.65,Gibson Group,07-01-17,Legal,532,3676,13
2103,4636.46,Tillman-Fadel,14-07-17,Training,4541,3016,6
2104,4903.66,Wisozk-Dietrich,06-04-14,Human Resources,5365,2838,1
2105,1516.16,Dicki-Greenfelder,07-09-16,Product Management,432,3100,16
2106,675.94,Cummerata Inc,31-12-17,Marketing,2229,4525,5
2107,682.84,Jacobi and Sons,11-09-16,Legal,3038,1671,5
2108,1063.34,Hilll and Sons,30-03-18,Training,4232,3492,10
2109,512.94,Gerlach Inc,28-06-14,Legal,3226,4181,16
2110,2458.27,McDermott-Dietrich,07-07-17,Support,119,4576,2
2111,2680.08,Waters-Zulauf,13-06-17,Training,1506,4431,14
2112,4950.49,Cartwright Hauck and Funk,18/02/2015,Legal,4479,2211,6
2113,1616.73,Ratke-King,03-07-14,Sales,2794,1425,11
2114,3735.74,Conroy LLC,30-09-14,Business Development,5681,707,12
2115,117.09,Considine Hackett and Spinka,27/05/2013,Marketing,1948,2169,3
2116,1975.02,Raynor and Sons,27-09-16,Training,4029,2067,8
2117,11.7,Fisher Ankunding and Friesen,27/12/2017,Product Management,2529,864,7
2118,410.85,Dach Little and Prohaska,19/07/2015,Legal,460,929,8
2119,29.71,Pouros-Haley,21-10-16,Support,4000,2267,4
2120,1481.57,Pfeffer-Kshlerin,19-08-17,Legal,4966,3396,9
2121,4904.6,Ryan-Grimes,29-10-17,Research and Development,5434,3639,8
2122,3049.8,Gusikowski-Hand,28-02-17,Training,4401,3774,4
2123,1934.7,Hane LLC,17-04-17,Marketing,2894,2548,6
2124,3352.3,Carter-Zulauf,01-01-16,Research and Development,24,2157,12
2125,2159.57,Miller Braun and Mitchell,11/05/2018,Marketing,5951,4156,10
2126,1481.81,Ortiz-Hartmann,08-03-16,Accounting,675,944,16
2127,4689.72,Rowe Koelpin and Larson,04/08/2014,Legal,630,4946,6
2128,4193.76,Zieme and Sons,22-10-17,Engineering,2962,736,5
2129,4453.52,Gerlach-Conn,04-05-18,Sales,4011,3913,2
2130,1384.35,Williamson Ryan and Rice,06/06/2014,Training,1952,1942,10
2131,853.21,Koss Lebsack and Homenick,29/05/2013,Engineering,2404,4923,7
2132,3931.48,Collier-Bauch,09-10-15,Human Resources,5147,926,7
2133,4889.44,O'Hara-Schuster,28-07-16,Product Management,1471,4641,14
2134,3751.56,Roberts Turner and Mosciski,07/08/2013,Legal,5637,477,15
2135,2401.54,Jaskolski and Sons,25-06-14,Accounting,3220,2039,11
2136,2952.46,Hayes Lind and Braun,23/03/2016,Human Resources,692,1620,13
2137,3671.48,MacGyver Skiles and Schaden,16/10/2013,Marketing,3056,235,2
2138,1128.18,Huels Spinka and Little,07/07/2015,Legal,3686,2719,11
2139,853.52,Renner Bashirian and Abernathy,20/01/2018,Training,3098,2145,5
2140,4841.94,Cole MacGyver and Kovacek,01/06/2014,Training,1297,2961,3
2141,789.87,Schimmel Group,02-08-15,Engineering,2766,760,9
2142,1364.17,Herman Berge and Lebsack,19/09/2014,Research and Development,3049,2773,8
2143,1063.41,Jakubowski LLC,19-08-16,Services,5327,4387,3
2144,1807.92,Murray LLC,14-02-15,Business Development,4327,3500,15
2145,659.73,Fisher Wisozk and O'Keefe,15/12/2015,Business Development,5462,4575,13
2146,419.49,Emard Group,21-02-18,Support,1600,924,8
2147,4194.1,Kshlerin Inc,14-05-18,Training,77,1309,8
2148,1974.23,Lebsack Inc,05-02-16,Engineering,2690,200,13
2149,1206.9,Lebsack-Ritchie,07-01-16,Training,3069,4541,2
2150,3785.01,Boehm Watsica and Hayes,15/11/2017,Business Development,1444,1036,3
2151,1204.53,Kreiger Jakubowski and Bailey,21/01/2015,Business Development,823,2572,3
2152,4304.4,Wyman Schumm and Parker,14/11/2017,Research and Development,3402,4148,15
2153,4111.01,Dare-Jacobson,07-03-14,Legal,5787,2015,9
2154,4663.26,Grimes-Oberbrunner,23-03-16,Human Resources,3161,4617,7
2155,4438.84,Simonis Inc,16-04-17,Training,1055,3527,5
2156,67.74,O'Reilly Blanda and Kovacek,21/12/2013,Marketing,4224,1682,9
2157,369.28,Mitchell Hilll and Zemlak,23/06/2017,Sales,3906,4575,2
2158,4004.59,VonRueden Inc,30-07-16,Engineering,2146,3043,4
2159,2583.26,Bahringer Block and Koss,28/05/2016,Accounting,350,2338,12
2160,2136.52,Torphy-Nienow,13-12-14,Training,577,1273,4
2161,1381.65,Doyle and Sons,11-05-17,Engineering,2060,3239,7
2162,2646.99,O'Keefe and Sons,16-08-14,Legal,210,4710,2
2163,3842.4,White-Jacobi,23-03-18,Training,5557,3336,12
2164,2687.82,Kerluke-Jenkins,14-08-16,Training,5897,1112,12
2165,2408.72,Russel and Sons,19-02-15,Engineering,4022,4738,4
2166,1978.07,Deckow and Sons,05-05-17,Training,3352,2589,15
2167,3626.42,O'Connell-Sipes,18-11-17,Sales,4985,1883,5
2168,2375.18,Gerhold Welch and Reynolds,29/10/2015,Marketing,3198,2640,15
2169,1910.55,Friesen-Steuber,09-08-13,Product Management,1835,3921,3
2170,1103.49,Kub-Olson,13-08-17,Marketing,3635,741,5
2171,3745.55,Berge Group,06-06-14,Legal,3984,329,4
2172,376.99,Barrows-Bogisich,21-12-13,Support,5999,4437,6
2173,1914.77,Schowalter-Rodriguez,30-03-18,Product Management,418,2456,12
2174,4414.1,Bogan Inc,21-09-14,Legal,982,42,4
2175,3730.17,Gerhold Kris and O'Connell,30/05/2015,Services,949,406,16
2176,3505.19,Kovacek Padberg and Deckow,30/08/2013,Marketing,4708,562,15
2177,1119.34,Koss-Ankunding,23-01-16,Legal,798,4964,11
2178,887.07,Runte Hirthe and Botsford,12/08/2016,Support,5226,1055,6
2179,2398.8,McDermott and Sons,15-02-16,Accounting,1277,837,2
2180,673.28,O'Conner-Powlowski,06-11-17,Research and Development,5900,3464,3
2181,3524.21,Stroman Christiansen and Orn,06/06/2013,Product Management,2426,4108,11
2182,4535.08,Vandervort Inc,15-08-13,Research and Development,3505,1540,3
2183,1056.35,O'Hara Inc,08-01-18,Legal,2159,299,11
2184,4082.16,Hansen Group,23-02-17,Training,1287,4649,7
2185,4582.94,Tromp Inc,17-07-17,Support,1542,4319,16
2186,3342.61,Mitchell McClure and Strosin,20/05/2016,Business Development,168,1044,15
2187,4074.22,Deckow-Sauer,11-08-16,Legal,4440,4074,13
2188,3245.73,Gorczany LLC,21-11-13,Services,78,1561,6
2189,3756.64,Toy Kling and Heidenreich,09/12/2014,Business Development,4353,912,16
2190,4238.7,Tillman Group,19-06-15,Legal,5531,1410,2
2191,1468.5,Weissnat-Berge,17-11-13,Accounting,1679,2194,13
2192,1184.01,Schowalter and Sons,06-07-14,Accounting,3036,3464,6
2193,1753.93,Cruickshank LLC,11-01-16,Accounting,5658,2661,4
2194,3112.43,Gusikowski Schneider and Marvin,12/02/2014,Training,4294,745,14
2195,3344.63,O'Kon Group,07-12-13,Business Development,1162,4023,12
2196,3751.15,Walsh Group,24-11-17,Research and Development,5354,4543,8
2197,307.38,Runolfsson Koch and Nitzsche,28/03/2016,Product Management,2437,1912,7
2198,1478.19,Runte Rath and Rolfson,18/10/2014,Services,4997,4355,1
2199,4512.05,Shanahan-Graham,05-11-16,Services,595,1748,11
2200,204.83,Corkery Inc,02-12-17,Human Resources,1873,759,2
2201,3520.37,Volkman Swift and Johnson,18/11/2017,Services,3274,706,4
2202,4340.18,Leffler-Rippin,07-02-16,Training,4541,114,2
2203,1777.82,Gutkowski Kihn and Wilkinson,25/10/2017,Legal,3402,75,3
2204,636.72,Bartoletti Inc,08-11-16,Marketing,2357,910,13
2205,2838.35,Auer LLC,17-01-17,Product Management,4990,2991,2
2206,1316.58,Leuschke Group,25-11-13,Business Development,4937,2851,6
2207,3055.29,Schiller LLC,25-07-17,Product Management,4794,961,14
2208,2401.28,Cormier LLC,04-08-15,Support,3394,3982,5
2209,758.27,Padberg LLC,12-10-16,Sales,3906,1143,1
2210,2900.97,Volkman LLC,22-03-15,Research and Development,671,3006,3
2211,806.39,Rosenbaum Group,16-12-17,Legal,667,2449,7
2212,661.79,Mills Group,19-08-13,Legal,5362,144,7
2213,1405.17,Lehner-Gottlieb,29-03-17,Research and Development,3578,3738,4
2214,3393.44,Tromp-Heidenreich,06-11-13,Engineering,4921,941,14
2215,3105.32,Shanahan Group,05-01-16,Accounting,3797,989,9
2216,4110.36,Schuster Gusikowski and Sipes,21/06/2016,Business Development,4367,1786,15
2217,4621.44,Herzog and Sons,01-09-16,Accounting,872,1195,2
2218,4027.26,Littel-Corkery,26-04-18,Research and Development,4293,2671,7
2219,1777.45,Haley Wuckert and Torp,22/04/2016,Support,900,2785,12
