id,Tipo,Nombre,Ubicacion,Descripcion,Costo,MinimoPeriodo
1563,HabitacionHostal,901,Westend,Koepp, Kovacek and Mosciski,282.75,60
1564,Apartamento,206,Sullivan,Conn-Nienow,670.12,180
1565,Vivienda,972,Little Fleur,Ondricka-Green,454.78,60
1566,Vivienda,426,Mayer,Sipes, Fahey and Fritsch,506.27,30
1567,HabitacionHotel,611,Gina,Stehr-Dooley,402.22,30
1568,HabitacionHotel,340,Cody,Schroeder, Schneider and Barrows,245.37,180
1569,HabitacionHostal,313,Macpherson,Mante, Nader and Thompson,523.08,180
1570,HabitacionUniversitaria,185,Fairfield,Lind Inc,64.79,30
1571,Apartamento,850,Shoshone,Fay-Kiehn,13.67,30
1572,HabitacionUniversitaria,288,Arrowood,Bins, Keebler and Graham,352.89,1
1573,Vivienda,886,Gina,Leannon, DuBuque and Doyle,306.42,60
1574,HabitacionHotel,274,Armistice,Romaguera-Schiller,963.66,180
1575,Vivienda,49,Trailsway,Dach Inc,758.82,1
1576,Vivienda,523,Waubesa,Stokes LLC,781.17,1
1577,HabitacionHotel,130,Petterle,Mueller and Sons,699.73,1
1578,Apartamento,142,Reinke,Bartoletti Group,323.77,180
1579,HabitacionHostal,302,Anniversary,Ondricka, O'Connell and Rau,194.71,1
1580,HabitacionHotel,198,Grover,Cruickshank LLC,964.07,60
1581,HabitacionUniversitaria,407,Merry,Smith Inc,137.34,1
1582,HabitacionHostal,436,Parkside,Watsica, Kassulke and Orn,713.54,30
1583,HabitacionVivienda,323,Tennessee,Hayes, Becker and Christiansen,387.32,60
1584,HabitacionUniversitaria,327,Derek,Zulauf, Hermann and Grady,644.85,180
1585,HabitacionHotel,411,Valley Edge,Rohan-Turner,168.1,60
1586,Apartamento,345,Springs,Harvey-Batz,93.36,180
1587,Apartamento,528,Bultman,Schoen and Sons,962.88,60
1588,Vivienda,59,Coolidge,McClure-Christiansen,171.43,30
1589,HabitacionHostal,161,Hansons,Hodkiewicz, Kulas and Boyle,599.61,180
1590,Apartamento,801,Morningstar,Nolan, Bartell and Brakus,180.37,30
1591,HabitacionHotel,812,Melrose,Maggio-Jakubowski,159.08,1
1592,HabitacionUniversitaria,925,Village Green,Herman, Fahey and Roberts,926.23,30
1593,Vivienda,143,Shasta,Runte and Sons,729.68,30
1594,HabitacionHostal,996,Havey,Thiel-Bins,163.27,180
1595,HabitacionHostal,951,Westerfield,Vandervort LLC,78.47,180
1596,HabitacionUniversitaria,282,Wayridge,Turcotte, Crist and Morar,221.87,1
1597,HabitacionVivienda,823,International,Donnelly, Abshire and Johnston,449.59,180
1598,HabitacionHostal,652,Graceland,Parker Inc,259.57,180
1599,HabitacionHostal,576,Main,Shanahan and Sons,798.73,1
1600,Apartamento,542,Lakeland,Harvey, Cronin and Willms,798.51,60
1601,HabitacionHostal,246,Debra,Lakin and Sons,297.06,180
1602,HabitacionHotel,59,Grover,Hyatt, DuBuque and Powlowski,78.04,60
1603,Vivienda,369,Pond,Crist and Sons,163.59,1
1604,HabitacionVivienda,270,Buhler,Schmitt, Olson and Moore,286.76,60
1605,HabitacionUniversitaria,748,Armistice,Bode, Legros and Kerluke,109.71,60
1606,Apartamento,61,Pine View,Torphy, Heaney and Abshire,635.88,30
1607,HabitacionUniversitaria,268,Briar Crest,West, Hettinger and Cronin,28.51,60
1608,HabitacionUniversitaria,734,Memorial,Bayer Inc,110.59,30
1609,Vivienda,223,Sherman,Heathcote and Sons,292.09,60
1610,Apartamento,255,High Crossing,Veum LLC,762.86,180
1611,Vivienda,849,Golf Course,Bartell Inc,622.36,1
1612,HabitacionUniversitaria,326,Eliot,Mertz-Bailey,228.73,180
1613,HabitacionHostal,553,Dahle,Wintheiser Inc,867.12,30
1614,HabitacionHotel,926,Schlimgen,Rau-Greenfelder,51.86,30
1615,HabitacionHostal,5,Vera,Corkery-Stokes,566.16,1
1616,HabitacionUniversitaria,526,Prairie Rose,Turner, Anderson and Reichert,794.45,180
1617,Apartamento,672,Katie,Kuphal-Rogahn,652.76,30
1618,HabitacionHotel,522,Tomscot,Schimmel, Ortiz and Bogisich,408.57,60
1619,HabitacionHostal,897,Carpenter,Rutherford-O'Conner,7.1,1
1620,HabitacionVivienda,459,6th,Schmeler Group,230.34,60
1621,Vivienda,77,Raven,Olson, Orn and Walter,335.24,180
1622,Vivienda,455,Gerald,Lebsack-Kirlin,321.02,30
1623,HabitacionHotel,346,Little Fleur,Ferry, Wiza and Rogahn,746.38,60
1624,HabitacionUniversitaria,410,Goodland,Hudson-Feest,976.06,60
1625,HabitacionHotel,145,Ridge Oak,Torphy-Rippin,116.91,60
1626,HabitacionVivienda,25,Crescent Oaks,Batz, McGlynn and Daniel,742.55,1
1627,Vivienda,255,Buhler,Friesen, Schulist and Fadel,735.01,60
1628,HabitacionVivienda,515,Blaine,Bins, Hilll and Cruickshank,229.46,1
1629,HabitacionHotel,751,Larry,Moen Inc,197.31,60
1630,HabitacionUniversitaria,686,Jackson,Blick, Grant and Bruen,257.01,180
1631,HabitacionVivienda,858,Fremont,Davis, Schoen and Rowe,387.71,180
1632,HabitacionVivienda,230,Mayer,Bergstrom LLC,92.18,180
1633,HabitacionUniversitaria,226,Gateway,Lebsack-Kling,335.31,30
1634,HabitacionVivienda,662,Acker,Jacobs-Green,77.6,30
1635,HabitacionVivienda,837,Morningstar,Kozey, Bartell and Langosh,435.1,1
1636,Vivienda,446,Prairieview,Boyle-Hand,863.5,60
1637,HabitacionHotel,352,Armistice,Sawayn-Gaylord,338.86,60
1638,Apartamento,904,Hoepker,Bogisich Group,997.24,60
1639,HabitacionUniversitaria,218,Hollow Ridge,MacGyver-Mann,725.41,180
1640,HabitacionVivienda,146,Loeprich,Pagac, Rempel and Sauer,966.14,1
1641,Vivienda,522,Clove,Spencer Group,273.85,30
1642,HabitacionHotel,7,Park Meadow,Koss-Runolfsson,697.53,180
1643,HabitacionVivienda,308,Sullivan,Heathcote-Thompson,892.43,1
1644,Vivienda,895,Merrick,Hackett, Considine and Trantow,32.77,60
1645,HabitacionUniversitaria,550,Springs,Ebert, Schiller and Denesik,617.18,60
1646,HabitacionHotel,255,Clemons,Hodkiewicz Inc,405.06,60
1647,HabitacionHotel,718,Carioca,Hane LLC,158.21,60
1648,HabitacionVivienda,578,Messerschmidt,Abernathy-Ferry,718.45,60
1649,Apartamento,661,Kensington,Moen Group,591.37,60
1650,HabitacionHotel,407,Mariners Cove,Davis-Batz,813.52,1
1651,HabitacionHostal,314,Granby,Bartell, Hilpert and Schaden,681.34,30
1652,HabitacionHostal,999,Blaine,Dietrich, Quitzon and Nienow,311.05,1
1653,HabitacionHostal,329,Merrick,Ortiz Group,694.43,60
1654,HabitacionUniversitaria,684,Norway Maple,Schaefer-Emmerich,679.79,1
1655,Vivienda,290,New Castle,Marquardt, Beatty and Aufderhar,961.3,180
1656,HabitacionHostal,736,Talisman,Friesen and Sons,800.84,180
1657,HabitacionHostal,650,Manufacturers,Brown LLC,590.13,180
1658,HabitacionHostal,282,Fremont,Waters, Koelpin and Bruen,859.23,60
1659,Apartamento,929,Westport,Collins Group,886.21,180
1660,Vivienda,302,Fairview,Berge, Hintz and Emmerich,525.28,1
1661,HabitacionHotel,769,Crescent Oaks,Bogisich Group,258.93,60
1662,Vivienda,712,Jay,Koepp and Sons,776.72,60
1663,Apartamento,474,Johnson,Corkery-Schowalter,320.41,60
1664,HabitacionVivienda,330,Fair Oaks,VonRueden Inc,353.79,30
1665,HabitacionUniversitaria,497,Washington,Johnson, Nolan and Kuhic,456.64,30
1666,HabitacionHostal,317,Talmadge,Hane-Erdman,294.71,60
1667,HabitacionVivienda,593,Karstens,Kohler-O'Reilly,773.09,1
1668,HabitacionHotel,951,Amoth,Price-Wintheiser,619.54,180
1669,HabitacionUniversitaria,826,Ronald Regan,Dickinson Inc,762.43,180
1670,HabitacionVivienda,810,Sheridan,Becker, Schneider and Howell,987.82,60
1671,Apartamento,488,Columbus,Christiansen-Pollich,732.03,1
1672,HabitacionUniversitaria,20,Amoth,Hickle Group,145.91,30
1673,Vivienda,83,Bunker Hill,Spinka LLC,193.27,1
1674,HabitacionHotel,245,Wayridge,Fadel-Muller,8.72,1
1675,HabitacionVivienda,577,Linden,Shanahan and Sons,775.94,1
1676,HabitacionUniversitaria,93,Prentice,Muller-Olson,726.66,30
1677,HabitacionVivienda,332,Packers,Stehr, Hermiston and Jerde,610.62,60
1678,Apartamento,246,Sugar,Emard Inc,718.23,1
1679,HabitacionUniversitaria,530,Mosinee,Turner Group,745.15,1
1680,HabitacionHostal,174,Anzinger,Swift-Rempel,772.0,1
1681,HabitacionVivienda,610,Portage,Bauch, Reinger and Auer,407.72,1
1682,Apartamento,258,Pepper Wood,Ondricka LLC,370.79,30
1683,HabitacionUniversitaria,651,Stang,Schmidt, Hodkiewicz and Dietrich,63.77,180
1684,HabitacionVivienda,614,Muir,Okuneva, Parker and Turner,530.03,30
1685,Vivienda,829,Onsgard,Kozey-Streich,404.47,180
1686,Apartamento,793,Garrison,Witting-Rohan,100.82,1
1687,Apartamento,851,Monument,Towne, Gibson and Lemke,955.42,1
1688,HabitacionHotel,229,Schurz,Roob LLC,667.03,1
1689,Apartamento,275,Becker,Bartoletti, McGlynn and Hodkiewicz,767.14,60
1690,HabitacionHotel,786,Moulton,Jast, Glover and Koch,702.55,60
1691,HabitacionVivienda,873,Coolidge,Gleason-Runolfsdottir,596.72,60
1692,HabitacionUniversitaria,917,1st,Renner-Connelly,655.17,30
1693,HabitacionVivienda,946,Dahle,Jast-Franecki,643.62,180
1694,HabitacionVivienda,782,Independence,Rogahn, Littel and McClure,980.88,1
1695,Apartamento,911,Marcy,Murphy-Abernathy,971.27,60
1696,HabitacionUniversitaria,164,Dunning,Weber, Corkery and Hand,18.34,60
1697,HabitacionHotel,805,Sheridan,Schultz-Gusikowski,928.03,1
1698,HabitacionHostal,689,Anniversary,Donnelly LLC,773.95,1
1699,HabitacionVivienda,290,Morrow,Huels LLC,21.15,1
1700,Vivienda,103,Tennyson,Jones-Jerde,672.6,60
1701,HabitacionHotel,708,Cambridge,Klocko-Lehner,168.72,60
1702,Apartamento,39,Melrose,Thompson, Parker and Rodriguez,41.88,60
1703,HabitacionVivienda,701,Duke,Jacobs-Emmerich,164.64,60
1704,HabitacionHostal,712,Claremont,Smith, Leannon and Swaniawski,659.59,30
1705,HabitacionVivienda,883,Pierstorff,Ernser, Kerluke and Schiller,344.33,30
1706,HabitacionHotel,24,Warbler,Williamson and Sons,705.28,1
1707,HabitacionUniversitaria,449,Springview,Runte-Paucek,451.78,1
1708,Vivienda,15,8th,Renner Inc,211.33,1
1709,HabitacionVivienda,180,Sloan,Stiedemann-Lynch,994.16,1
1710,Vivienda,661,Anthes,Kuhic, Ortiz and Monahan,95.5,1
1711,HabitacionHotel,522,Pennsylvania,Denesik and Sons,226.23,180
1712,Apartamento,78,Elgar,Schinner Inc,668.17,60
1713,Vivienda,470,Lien,Jakubowski, Hahn and Hand,631.64,30
1714,HabitacionVivienda,404,Schmedeman,Wintheiser-Durgan,933.6,60
1715,HabitacionHotel,597,Southridge,Ward-Fahey,86.13,60
1716,HabitacionHotel,93,Buena Vista,Kshlerin-Gutkowski,1.92,1
1717,HabitacionVivienda,126,Springs,Muller, Kassulke and O'Kon,428.24,60
1718,Vivienda,649,Harper,Kilback, Zieme and MacGyver,967.8,30
1719,HabitacionVivienda,130,Roth,Hirthe, Hills and Pfannerstill,783.6,30
1720,Apartamento,114,Lakewood,Kuphal, Crist and Prohaska,807.0,60
1721,HabitacionUniversitaria,753,Londonderry,Sawayn Group,505.23,180
1722,Apartamento,299,5th,Greenholt-Ondricka,616.23,1
1723,HabitacionVivienda,205,Browning,Barton, Feil and Fritsch,554.56,180
1724,HabitacionVivienda,842,John Wall,Turner Group,821.94,30
1725,Vivienda,246,Toban,Stroman Inc,526.97,60
1726,HabitacionUniversitaria,649,Killdeer,D'Amore-Abshire,207.99,60
1727,HabitacionUniversitaria,360,Ryan,Little, Doyle and MacGyver,245.47,60
1728,HabitacionHotel,9,Farragut,Emard-Spencer,386.7,1
1729,Vivienda,590,Schurz,Windler LLC,486.61,60
1730,Vivienda,884,Mccormick,Wehner LLC,895.65,30
1731,Apartamento,239,Pierstorff,Zulauf, Schaden and Krajcik,939.72,1
1732,Apartamento,81,East,Fisher-Turcotte,876.22,60
1733,HabitacionUniversitaria,391,Fairview,Kunze and Sons,894.14,60
1734,Vivienda,973,Farwell,Willms Inc,584.44,30
1735,HabitacionVivienda,198,Cody,Kohler-Reinger,923.12,1
1736,HabitacionUniversitaria,999,Thackeray,Shields-Boyle,184.94,60
1737,HabitacionHotel,991,Hauk,DuBuque-Willms,617.88,60
1738,Vivienda,894,Darwin,Casper, Trantow and Leannon,672.65,180
1739,HabitacionHostal,871,Westridge,Runolfsdottir Inc,939.53,60
1740,Apartamento,157,Sycamore,Quigley, Kemmer and Considine,474.24,180
1741,HabitacionUniversitaria,665,Mariners Cove,Rowe Inc,291.34,1
1742,HabitacionHotel,72,Harper,Parker Group,83.2,60
1743,HabitacionVivienda,967,Fair Oaks,Schmitt-Wuckert,250.47,30
1744,Apartamento,412,Ramsey,Metz Inc,511.46,180
1745,HabitacionUniversitaria,865,Kenwood,Boehm, Witting and Langworth,215.51,180
1746,HabitacionVivienda,772,Summit,Turner Inc,143.1,1
1747,HabitacionHostal,818,Raven,Larson, Douglas and Hudson,663.9,60
1748,HabitacionVivienda,573,Carpenter,Wiegand Group,185.5,180
1749,HabitacionVivienda,169,Roxbury,Veum, Pollich and Abernathy,360.38,30
1750,HabitacionUniversitaria,159,Transport,Kutch-Dach,143.3,1
1751,HabitacionUniversitaria,496,Blaine,Hermiston-Nitzsche,976.92,30
1752,Vivienda,374,Colorado,Rolfson Group,320.16,1
1753,HabitacionVivienda,304,Buena Vista,Conroy, Rutherford and Schuppe,569.64,1
1754,Apartamento,27,Doe Crossing,Jerde, O'Reilly and Turcotte,865.35,1
1755,HabitacionHostal,994,Miller,Runte, Harvey and Turcotte,531.16,30
1756,HabitacionHotel,159,Merrick,Douglas, Harber and Rutherford,910.79,1
1757,HabitacionHostal,217,Golf,Towne Inc,51.95,1
1758,Apartamento,425,Thierer,VonRueden, Howell and Roberts,175.22,60
1759,Apartamento,476,American,Cole-Gottlieb,766.54,180
1760,HabitacionHotel,1000,Kropf,Halvorson, Bartell and Lang,177.05,1
1761,HabitacionUniversitaria,433,Reinke,Bode LLC,908.71,30
1762,HabitacionHotel,75,Grover,Sporer-Hayes,160.9,30
1763,Apartamento,362,Hayes,Berge-Gibson,471.41,60
1764,Apartamento,156,Fair Oaks,Stanton Group,880.16,180
1765,HabitacionHotel,131,Carberry,Lemke, Tillman and Hagenes,290.82,180
1766,HabitacionHotel,307,Anhalt,Olson, Heller and Gulgowski,722.92,180
1767,HabitacionUniversitaria,513,Lakewood Gardens,Herzog, Bergnaum and Kessler,648.26,1
1768,HabitacionVivienda,6,Meadow Valley,Hackett-Effertz,185.68,1
1769,HabitacionHostal,460,Buhler,Kuhn-Crist,971.54,1
1770,HabitacionHotel,743,Elgar,Terry, Keebler and Lowe,654.26,180
1771,HabitacionUniversitaria,70,Basil,Waters-Williamson,729.49,30
1772,HabitacionHotel,858,Pankratz,Robel LLC,738.49,30
1773,HabitacionHostal,826,Division,Cummerata, Morar and Terry,727.54,180
1774,Vivienda,730,Parkside,Williamson-Kozey,953.66,1
1775,Vivienda,434,Evergreen,Blanda, Boyle and King,189.0,60
1776,Apartamento,39,Mallory,Blick LLC,986.37,180
1777,HabitacionVivienda,538,Center,Gleichner and Sons,891.07,180
1778,HabitacionUniversitaria,974,Kinsman,McCullough, Bechtelar and Collins,685.58,60
1779,HabitacionUniversitaria,709,Maple Wood,Schumm-Mohr,336.47,180
1780,HabitacionHotel,285,Mallory,Sipes, Nader and Gutkowski,233.43,60
1781,HabitacionUniversitaria,26,Pearson,Powlowski-Carroll,176.95,60
1782,HabitacionVivienda,188,Waxwing,Koepp, Wuckert and Leannon,754.93,60
1783,HabitacionHotel,721,Hagan,Fahey, Hermann and Lynch,622.37,60
1784,HabitacionHostal,105,Donald,Bayer Group,522.5,60
1785,HabitacionHostal,999,Novick,Mills Inc,945.43,180
1786,HabitacionVivienda,765,Havey,Ruecker Group,64.23,1
1787,HabitacionUniversitaria,533,Gina,Quitzon-VonRueden,696.9,1
1788,Vivienda,926,Paget,O'Connell-Koelpin,529.66,180
1789,HabitacionHotel,938,Debs,Hintz, Klocko and Maggio,804.94,1
1790,HabitacionHotel,162,Mccormick,Kiehn-D'Amore,418.58,30
1791,HabitacionHostal,549,Brown,Nikolaus, Abbott and Murray,194.7,30
1792,Apartamento,20,Forster,Bernier, Marvin and Sporer,140.84,30
1793,Vivienda,779,Harper,Keeling and Sons,906.28,30
1794,HabitacionVivienda,540,Norway Maple,Denesik-Conn,939.6,60
1795,Apartamento,277,Mayer,Swift-Schaden,350.54,30
1796,HabitacionHotel,277,Chive,Hoeger Group,870.55,180
1797,Vivienda,289,Hallows,McCullough Inc,226.2,1
1798,Apartamento,418,Kinsman,Labadie and Sons,508.92,1
1799,Vivienda,28,Helena,Steuber, King and Wiza,562.63,60
1800,HabitacionUniversitaria,917,Bobwhite,Kris Group,152.46,180
1801,Vivienda,26,Sycamore,Deckow, Lueilwitz and Schneider,427.77,30
1802,HabitacionUniversitaria,790,Bobwhite,Hills, Wehner and Auer,162.29,30
1803,Apartamento,467,Parkside,Denesik and Sons,717.7,1
1804,Apartamento,649,Tennessee,Wehner-Bechtelar,186.44,180
1805,HabitacionHostal,455,East,Kulas, Rohan and Wyman,243.17,60
1806,Apartamento,123,Roth,Graham-Kutch,954.33,1
1807,HabitacionUniversitaria,511,Heath,Fisher LLC,184.23,180
1808,Apartamento,216,Rigney,Brakus LLC,497.57,1
1809,Vivienda,138,Ramsey,Jast, Kiehn and Herman,874.9,180
1810,HabitacionHotel,696,Saint Paul,Oberbrunner-Doyle,341.42,1
1811,HabitacionHostal,519,Warbler,Barrows-Mante,437.05,60
1812,HabitacionHostal,880,Starling,Daniel-Eichmann,459.81,1
1813,HabitacionVivienda,477,Redwing,Mosciski Group,16.86,1
1814,Vivienda,40,Starling,Streich-Yost,216.71,180
1815,HabitacionHotel,408,Helena,Simonis, Hessel and Cassin,333.7,60
1816,HabitacionUniversitaria,369,Spenser,Breitenberg, Greenfelder and Krajcik,637.41,30
1817,HabitacionVivienda,918,Debra,Shields-Olson,572.3,30
1818,HabitacionHostal,928,Maple Wood,Willms-Kihn,126.37,180
1819,Vivienda,291,Weeping Birch,Romaguera LLC,587.22,60
1820,Apartamento,948,Laurel,Reichel LLC,410.48,180
1821,Vivienda,195,Bunting,Mertz Inc,552.24,30
1822,HabitacionUniversitaria,276,Ridgeway,Marquardt-Denesik,713.35,180
1823,Apartamento,643,4th,Gleason, Daniel and Gorczany,833.52,30
1824,HabitacionUniversitaria,862,Burrows,Thiel, Hayes and Bednar,614.04,1
1825,HabitacionHostal,375,Eastlawn,Stroman Group,491.65,180
1826,Apartamento,554,Garrison,Larson and Sons,384.07,180
1827,HabitacionHostal,921,Pankratz,Waters-Mitchell,196.94,180
1828,HabitacionHostal,733,Petterle,Muller and Sons,649.4,1
1829,HabitacionHostal,65,Paget,McLaughlin, Okuneva and Bernier,439.37,60
1830,Vivienda,54,Vidon,Pfeffer LLC,632.82,60
1831,HabitacionHostal,763,Fisk,Wintheiser, Bashirian and Ratke,841.89,30
1832,HabitacionUniversitaria,282,Sachtjen,Langosh, MacGyver and O'Conner,508.37,180
1833,HabitacionVivienda,948,Badeau,Emmerich, Ledner and Davis,83.5,60
1834,Apartamento,155,Morning,Will, Cassin and Kunze,883.64,60
1835,HabitacionHostal,750,Surrey,Bergnaum Inc,817.85,60
1836,HabitacionVivienda,632,Linden,Hermiston-Jacobson,317.77,60
1837,Vivienda,478,Laurel,Kessler-Hansen,896.54,180
1838,HabitacionUniversitaria,833,Declaration,Greenholt-Rodriguez,632.24,30
1839,HabitacionVivienda,489,Warner,Lakin, Durgan and Metz,740.93,30
1840,HabitacionVivienda,955,Anniversary,Farrell-Yundt,957.28,30
1841,Vivienda,654,Cottonwood,McDermott and Sons,880.19,1
1842,HabitacionUniversitaria,362,Myrtle,Stoltenberg and Sons,898.45,1
1843,Apartamento,100,Cottonwood,Daniel Group,907.88,30
1844,HabitacionUniversitaria,730,Boyd,Roberts, Paucek and Haley,640.37,60
1845,HabitacionVivienda,130,6th,Williamson, Wyman and Baumbach,791.42,60
1846,Vivienda,260,Weeping Birch,McKenzie and Sons,942.75,30
1847,Vivienda,805,Havey,Kassulke-Parker,132.45,30
1848,HabitacionVivienda,957,Blue Bill Park,Koelpin, Bernier and Flatley,522.99,180
1849,Vivienda,247,Mallard,Rowe, Wolf and Veum,122.35,30
1850,Vivienda,625,Killdeer,Connelly-Trantow,248.22,30
1851,HabitacionHotel,288,Park Meadow,Gerhold-Durgan,914.71,1
1852,Apartamento,246,Huxley,Jenkins-Crist,798.97,180
1853,HabitacionHotel,504,Claremont,Turcotte LLC,43.29,180
1854,HabitacionVivienda,658,Ridgeway,Lemke-Cummings,304.45,180
1855,Vivienda,908,Bluejay,Effertz-Stracke,445.37,1
1856,Apartamento,68,Hovde,Kiehn-Collier,267.43,1
1857,HabitacionHotel,119,Merrick,Kuhlman-Rice,77.57,180
1858,Apartamento,503,Blue Bill Park,Turcotte-Baumbach,201.54,30
1859,Vivienda,276,Melby,Mante Group,204.81,180
1860,HabitacionUniversitaria,198,Manley,Littel-Wilkinson,996.18,180
1861,HabitacionVivienda,258,Butterfield,Lindgren Inc,298.76,30
1862,Apartamento,139,Eastwood,Altenwerth, Raynor and Rogahn,319.18,1
1863,HabitacionUniversitaria,303,Novick,Leuschke Inc,186.33,60
1864,HabitacionHotel,292,Kedzie,Hahn-Graham,88.72,30
1865,HabitacionHotel,199,Hallows,Ondricka and Sons,863.22,180
1866,HabitacionVivienda,264,Helena,Larson-Cummerata,744.52,180
1867,HabitacionUniversitaria,142,Toban,Durgan Inc,119.2,30
1868,HabitacionVivienda,292,High Crossing,Zieme, Mayert and Kshlerin,697.32,30
1869,Apartamento,660,Merchant,Reynolds LLC,329.15,30
1870,HabitacionHotel,692,Ilene,Dickens, Lindgren and Haag,331.63,1
1871,HabitacionVivienda,12,Arizona,Herzog and Sons,824.87,30
1872,Vivienda,436,Park Meadow,Fadel-Wehner,817.28,180
1873,HabitacionHotel,148,Alpine,DuBuque-Lemke,981.26,30
1874,Vivienda,247,Nelson,Greenfelder, Mosciski and Willms,867.58,30
1875,Apartamento,474,Westport,Hoeger-Gutkowski,661.71,180
1876,HabitacionHotel,228,Acker,Nicolas, Shields and Abernathy,218.27,60
1877,HabitacionVivienda,422,Coleman,Rice LLC,286.27,60
1878,HabitacionHostal,670,Shopko,Mosciski, Hudson and Stokes,313.68,30
1879,HabitacionHostal,665,Monterey,Douglas-Reynolds,529.43,30
1880,HabitacionHotel,883,Hoffman,Huel Group,587.0,60
1881,HabitacionUniversitaria,47,Eastlawn,Dach, Windler and Ferry,531.07,1
1882,HabitacionUniversitaria,77,Green,Ziemann Group,323.2,1
1883,HabitacionUniversitaria,771,Ludington,Hilll-Nader,218.63,1
1884,HabitacionUniversitaria,201,Hayes,Herzog, Towne and Nolan,948.65,30
1885,HabitacionVivienda,296,Stone Corner,Lehner, Lehner and Hodkiewicz,601.62,30
1886,Vivienda,833,Golf View,Moen Group,979.32,1
1887,HabitacionVivienda,358,Lyons,Quigley-Grant,985.74,30
1888,HabitacionVivienda,294,Chinook,Heaney Inc,188.18,1
1889,HabitacionUniversitaria,968,Oxford,Ritchie-Weber,639.6,60
1890,HabitacionUniversitaria,138,Miller,Schmitt, Botsford and Bode,277.58,30
1891,HabitacionVivienda,668,Nevada,Jaskolski, Bergnaum and Doyle,356.6,180
1892,Vivienda,307,Havey,Schaefer, Raynor and Leannon,239.77,180
1893,HabitacionHostal,426,Crescent Oaks,Ankunding LLC,22.45,30
1894,HabitacionUniversitaria,306,Gina,Roberts-Roberts,709.83,60
1895,HabitacionVivienda,777,Barnett,Schuster, Marks and Hahn,840.68,30
1896,Apartamento,934,Roxbury,Farrell, O'Hara and Daugherty,951.88,60
1897,HabitacionUniversitaria,41,Twin Pines,Macejkovic, O'Conner and Braun,239.55,30
1898,HabitacionHotel,990,8th,Streich, Von and Cormier,207.4,30
1899,Vivienda,844,Anhalt,Gorczany, Block and Rath,547.96,180
1900,HabitacionUniversitaria,805,Hagan,Ortiz-Trantow,866.39,60
1901,HabitacionVivienda,580,Burning Wood,Rosenbaum-Labadie,313.38,30
1902,Apartamento,649,Graedel,Armstrong, Koelpin and Okuneva,121.95,180
